| | Final Fantasy VI | | PlayStation | | NTSC (JP) | SCPS-45387
| | Final Fantasy VI | | PlayStation | | NTSC (JP) | SLPM-86198
| | Final Fantasy VI [Final Fantasy Collection - Anniversary Package] | | PlayStation | | NTSC (JP) | SLPS-01947
| | Final Fantasy VI [Final Fantasy Collection] | | PlayStation | | NTSC (JP) | SCPS-45390
| | Final Fantasy VI [Final Fantasy Collection] | | PlayStation | | NTSC (JP) | SLPS-01950
| | NTSC-Unk | | PlayStation | | NTSC (JP) | SCPS-45007
| | NTSC-Unk | | PlayStation | | NTSC (JP) | SCPS-45008
| | NTSC-Unk | | PlayStation | | NTSC (JP) | SCPS-45009
| | Final Fantasy VII [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-00700
| | Final Fantasy VII [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-00701
| | Final Fantasy VII [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-00702
| | Final Fantasy VII - International [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-01057
| | Final Fantasy VII - International [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-01058
| | Final Fantasy VII - International [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-01059
| | Final Fantasy VII - International [Bonus Disc] | | PlayStation | | NTSC (JP) | SLPS-01060
| | Final Fantasy VII - International [PSone Books] [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-91440
| | Final Fantasy VII - International [PSone Books] [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-91441
| | Final Fantasy VII - International [PSone Books] [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-91442
| | Final Fantasy VII - International [PSone Books] [Bonus Disc] | | PlayStation | | NTSC (JP) | SLPS-91443
| | Final Fantasy VII - International [Ultimate Hits] [Disc1of3] | | PlayStation | | NTSC (JP) | SLPM-87380
| | Final Fantasy VII - International [Ultimate Hits] [Disc2of3] | | PlayStation | | NTSC (JP) | SLPM-87381
| | Final Fantasy VII - International [Ultimate Hits] [Disc3of3] | | PlayStation | | NTSC (JP) | SLPM-87382
| | Final Fantasy VII - International [Ultimate Hits] [Bonus Disc] | | PlayStation | | NTSC (JP) | SLPM-87383
| | Final Fantasy VIII [Disc1of4] | | PlayStation | | NTSC (JP) | SCPS-45375
| | Final Fantasy VIII [Disc2of4] | | PlayStation | | NTSC (JP) | SCPS-45376
| | Final Fantasy VIII [Disc3of4] | | PlayStation | | NTSC (JP) | SCPS-45377
| | Final Fantasy VIII [Disc4of4] | | PlayStation | | NTSC (JP) | SCPS-45378
| | Final Fantasy VIII [Disc1of4] | | PlayStation | | NTSC (JP) | SLPS-01880
| | Final Fantasy VIII [Disc2of4] | | PlayStation | | NTSC (JP) | SLPS-01881
| | Final Fantasy VIII [Disc3of4] | | PlayStation | | NTSC (JP) | SLPS-01882
| | Final Fantasy VIII [Disc4of4] | | PlayStation | | NTSC (JP) | SLPS-01883
| | Final Fantasy VIII [Ultimate Hits] [Disc1of4] | | PlayStation | | NTSC (JP) | SLPM-87384
| | Final Fantasy VIII [Ultimate Hits] [Disc2of4] | | PlayStation | | NTSC (JP) | SLPM-87385
| | Final Fantasy VIII [Ultimate Hits] [Disc3of4] | | PlayStation | | NTSC (JP) | SLPM-87386
| | Final Fantasy VIII [Ultimate Hits] [Disc4of4] | | PlayStation | | NTSC (JP) | SLPM-87387
| | Final Fantasy VIII Square's Preview Extra | | PlayStation | | NTSC (JP) | SLPM-80269
| | Final Round | | PlayStation | | NTSC (JP) | SLPS-01266
| | Finger Flashing | | PlayStation | | NTSC (JP) | SLPS-02158
| | Fire Panic | | PlayStation | | NTSC (JP) | SCPS-10055
| | Fire Pro Wrestling G | | PlayStation | | NTSC (JP) | SLPS-02065
| | Fire Pro Wrestling G [Spike Library #001] | | PlayStation | | NTSC (JP) | SLPS-02817
| | Fire Pro Wrestling Iron Slam '96 | | PlayStation | | NTSC (JP) | SLPS-00277
| | Fire Woman Matoigumi | | PlayStation | | NTSC (JP) | SLPS-01315
| | Firemen 2, The - Pete & Danny | | PlayStation | | NTSC (JP) | SLPS-00148
| | Firemen 2, The - Pete & Danny | | PlayStation | | NTSC (JP) | SLPS-02090
| | Firo & Klawd | | PlayStation | | NTSC (JP) | SLPS-00803
| | First Kiss Monogatari [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-01708
| | First Kiss Monogatari [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01709
| | First Queen IV | | PlayStation | | NTSC (JP) | SLPS-00604
| | First Queen IV [Cyclones Best] | | PlayStation | | NTSC (JP) | SLPM-86889
| | Fish Eyes | | PlayStation | | NTSC (JP) | SLPS-00463
| | Fish Eyes [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91040
| | Fish Eyes [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91458
| | Fish Eyes II | | PlayStation | | NTSC (JP) | SLPS-02383
| | Fish Eyes II [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91526
| | Fish Eyes II [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80523
| | Fish Eyes II [Victor Best] | | PlayStation | | NTSC (JP) | SLPS-03417
| | Fish On! Bass | | PlayStation | | NTSC (JP) | SLPS-02288
| | Fisher's Road | | PlayStation | | NTSC (JP) | SLPS-01943
| | Fishing Club - Boat no Tsuri Hen [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86622
| | Fishing Club - Bouhatei no Tsuri Hen [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86623
| | Fishing Club - Hama no Tsuri Hen [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86624
| | Fishing Freaks - BassRise | | PlayStation | | NTSC (JP) | SLPS-01931
| | Fishing Freaks - BassRise [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-01930
| | Fishing Freaks - BassRise [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80374
| | Fishing Freaks - BassRise Plus | | PlayStation | | NTSC (JP) | SLPS-02572
| | Fishing Koshien II | | PlayStation | | NTSC (JP) | SLPS-00749
| | Fist | | PlayStation | | NTSC (JP) | SLPS-00538
| | Floating Runner - 7-tsu no Suishou no Monogatari | | PlayStation | | NTSC (JP) | SLPS-00147
| | Forget Me Not - Palette | | PlayStation | | NTSC (JP) | SLPS-03191
| | Formation Soccer '97 - The Road to France | | PlayStation | | NTSC (JP) | SLPS-00762
| | Formation Soccer '98 - Ganbare Nippon in France | | PlayStation | | NTSC (JP) | SLPS-01419
| | Formation Soccer '98 - Ganbare Nippon in France [MajorWave 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86640
| | Formula 1 | | PlayStation | | NTSC (JP) | SCPS-45077
| | Formula 1 | | PlayStation | | NTSC (JP) | SIPS-60011
| | Formula 1 '97 | | PlayStation | | NTSC (JP) | SIPS-60023
| | Formula 1 '99 | | PlayStation | | NTSC (JP) | SCPS-10101
| | Formula Circus | | PlayStation | | NTSC (JP) | SLPS-00358
| | Formula Grand Prix 1997 - Team Unei Simulation 2 | | PlayStation | | NTSC (JP) | SLPS-01154
| | Formula Nippon '99 | | PlayStation | | NTSC (JP) | SLPS-02259
| | Forsaken | | PlayStation | | NTSC (JP) | SLPM-86307
| | Forsaken | | PlayStation | | NTSC (JP) | SLPS-01488
| | Fox Junction | | PlayStation | | NTSC (JP) | SLPS-01355
| | Frank Thomas Big Hurt Baseball | | PlayStation | | NTSC (JP) | SLPS-00453
| | Free Talk Studio - Mari no Kimama na Oshaberi | | PlayStation | | NTSC (JP) | SLPS-00985
| | Free Talk Studio - Mari no Kimama na Oshaberi [Best of the Best] | | PlayStation | | NTSC (JP) | SLPS-02655
| | Frogger | | PlayStation | | NTSC (JP) | SLPS-01399
| | From TV Animation - One Piece - Oceans of Dreams | | PlayStation | | NTSC (JP) | SLPS-03550
| | From TV Animation - One Piece - Tobidase Kaizokudan! | | PlayStation | | NTSC (JP) | SLPS-03252
| | From TV Animation - One Piece - Tobidase Kaizokudan! [Bandai The Best] | | PlayStation | | NTSC (JP) | SLPS-03555
| | From TV Animation - One Piece - Tobidase Kaizokudan! [Pocketstation Package] | | PlayStation | | NTSC (JP) | SLPS-03251
| | From TV Animation - One Piece Grand Battle 2 | | PlayStation | | NTSC (JP) | SLPS-03408
| | From TV Animation - One Piece Grand Battle! | | PlayStation | | NTSC (JP) | SLPS-03164
| | Front Mission 1st | | PlayStation | | NTSC (JP) | SLPM-87317
| | Front Mission 1st [Front Mission History] | | PlayStation | | NTSC (JP) | SLPM-87330
| | Front Mission 2 | | PlayStation | | NTSC (JP) | SLPS-01000
| | Front Mission 2 [Front Mission History] | | PlayStation | | NTSC (JP) | SLPM-87331
| | Front Mission 2 [Ultimate Hits] | | PlayStation | | NTSC (JP) | SLPM-87397
| | Front Mission 3 | | PlayStation | | NTSC (JP) | SLPS-02222
| | Front Mission 3 [Front Mission History] | | PlayStation | | NTSC (JP) | SLPM-87332
| | Front Mission 3 [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91447
| | Front Mission 3 [Squaresoft Millennium Collection] | | PlayStation | | NTSC (JP) | SLPS-02772
| | Front Mission 3 [Ultimate Hits] | | PlayStation | | NTSC (JP) | SLPM-87399
| | Front Mission Alternate [Ultimate Hits] | | PlayStation | | NTSC (JP) | SLPM-87398
| | Front Mission Alternative | | PlayStation | | NTSC (JP) | SCPS-45090
| | Front Mission Alternative | | PlayStation | | NTSC (JP) | SLPS-00953
| | Fun! Fun! Pingu | | PlayStation | | NTSC (JP) | SLPS-02307
| | Fun! Fun! Pingu [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-02306
| | Fun! Fun! Pingu [Promotion-ban] | | PlayStation | | NTSC (JP) | SLPM-80486
| | Funky Boxers | | PlayStation | | NTSC (JP) | SLPS-03496
| | Furanbertjyu no Seirei (Flamberge no Seirei) | | PlayStation | | NTSC (JP) | SLPS-02719
| | Furanbertjyu no Seirei (Flamberge no Seirei) [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86711
| | Furimukeba Tonari ni | | PlayStation | | NTSC (JP) | SLPM-86808
| | Fushigi Deka (Fushigi Keiji) | | PlayStation | | NTSC (JP) | SLPM-86642
| | Fushigi no Kuni no Angelique | | PlayStation | | NTSC (JP) | SLPS-00730
| | Fushigi no Kuni no Angelique [Koei The Best] | | PlayStation | | NTSC (JP) | SLPM-86430
| | Fushigi no Kuni no Angelique [Koei The Best] | | PlayStation | | NTSC (JP) | SLPM-87182
| | Fusui Nyumon | | PlayStation | | NTSC (JP) | SLPM-86695
| | Fuujin Ryouiki Eretzvaju | | PlayStation | | NTSC (JP) | SLPS-01790
| | Fuujin Ryouiki Eretzvaju [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80364
| | Fuuraiki | | PlayStation | | NTSC (JP) | SLPS-03094
| | Fuusui Nyuumon [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87069
| | Fuuun Gokuu Ninjin | | PlayStation | | NTSC (JP) | SLPS-00441
| | G1 Jockey | | PlayStation | | NTSC (JP) | SLPM-86195
| | G1 Jockey [Koei The Best] | | PlayStation | | NTSC (JP) | SLPM-86858
| | G1 Jockey [Limited Edition] [Disc1of2] | | PlayStation | | NTSC (JP) | SLPM-86213
| | G1 Jockey [Limited Edition] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPM-86214
| | G1 Jockey [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80409
| | G1 Jockey 2000 | | PlayStation | | NTSC (JP) | SLPM-86413
| | Gaball Screen | | PlayStation | | NTSC (JP) | SLPS-00676
| | Gaball Screen [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-00675
| | Gadget - Past as Future [Disc1of4] | | PlayStation | | NTSC (JP) | SLPS-01082
| | Gadget - Past as Future [Disc2of4] | | PlayStation | | NTSC (JP) | SLPS-01083
| | Gadget - Past as Future [Disc3of4] | | PlayStation | | NTSC (JP) | SLPS-01084
| | Gadget - Past as Future [Disc4of4] | | PlayStation | | NTSC (JP) | SLPS-01085
| | Gaia Master - Kamigami no Boardgame | | PlayStation | | NTSC (JP) | SLPS-02075
| | Gaia Master - Kamigami no Boardgame [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80524
| | Gaiaseed - Project Seed Trap | | PlayStation | | NTSC (JP) | SLPS-00624
| | Gakkou de Atta Kowai Hanashi S | | PlayStation | | NTSC (JP) | SLPS-00404
| | Gakkou no Kowai Uwasa - Hanakosan ga Kita!! | | PlayStation | | NTSC (JP) | SLPS-00078
| | Gakkou wo Tsukurou!! | | PlayStation | | NTSC (JP) | SLPS-01103
| | Gakkou wo Tsukurou!! [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91120
| | Gakkou wo Tsukurou!! [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91508
| | Gakkou wo Tsukurou!! 2 | | PlayStation | | NTSC (JP) | SLPS-01660
| | Gakkou wo Tsukurou!! 2 [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91485
| | Gakkou wo Tsukurou!! Kouchou Sensei Monogatari | | PlayStation | | NTSC (JP) | SLPS-02998
| | Gakkou wo Tsukurou!! Kouchou Sensei Monogatari [Reprint] | | PlayStation | | NTSC (JP) | SLPS-03313
| | Gakuen Sentai Solblast | | PlayStation | | NTSC (JP) | SLPS-01852
| | Galaxian 3 | | PlayStation | | NTSC (JP) | SLPS-00270
| | Galaxy Fight - Universal Warriors | | PlayStation | | NTSC (JP) | SLPS-00138
| | Gale Gunner | | PlayStation | | NTSC (JP) | SLPS-02596
| | Gale Gunner [ASCII Casual Collection] | | PlayStation | | NTSC (JP) | SLPS-03305
| | Galeoz | | PlayStation | | NTSC (JP) | SLPS-00621
| | Galerians [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-02192
| | Galerians [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-02193
| | Galerians [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-02194
| | Gallop Racer | | PlayStation | | NTSC (JP) | SLPS-00507
| | Gallop Racer 2 - One & Only Road to Victory | | PlayStation | | NTSC (JP) | SLPS-01077
| | Gallop Racer 2 - One & Only Road to Victory [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91078
| | Gallop Racer 2000 | | PlayStation | | NTSC (JP) | SLPS-02623
| | Gallop Racer 2000 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91234
| | Gallop Racer 3 - One & Only Road to Victory | | PlayStation | | NTSC (JP) | SLPS-01981
| | Gallop Racer 3 - One & Only Road to Victory [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91404
| | Gambler Jiko Chuushinka Ippatsu Shoubu! Tokyo Mahjong Land | | PlayStation | | NTSC (JP) | SLPS-02509
| | Gambling Apocalypse, The - Tobaku Mokushiroku Kaiji | | PlayStation | | NTSC (JP) | SLPS-02749
| | Game de Hajimeru TOEIC Test - Mazu ha Nyuumon-hen 1500 | | PlayStation | | NTSC (JP) | SLPS-03549
| | Game de Seishun | | PlayStation | | NTSC (JP) | SLPS-01306
| | Game de Seishun [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86297
| | Game Maker, The | | PlayStation | | NTSC (JP) | SLPS-01583
| | Game Maker, The [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86441
| | Game Nihonshi - Kakumeiji Oda Nobunaga | | PlayStation | | NTSC (JP) | SLPS-00774
| | Game no Tatsujin | | PlayStation | | NTSC (JP) | SLPS-00030
| | Game no Tatsujin | | PlayStation | | NTSC (JP) | SLPS-02052
| | Game no Tatsujin - The Shanghai | | PlayStation | | NTSC (JP) | SLPS-00096
| | Game no Tatsujin [Value 1500] | | PlayStation | | NTSC (JP) | SLPS-03298
| | Game no Tatsujin 2 | | PlayStation | | NTSC (JP) | SLPS-00213
| | Game no Tatsujin 2 [Sunkore Best] | | PlayStation | | NTSC (JP) | SLPS-03297
| | Gamera 2000 | | PlayStation | | NTSC (JP) | SLPS-00833
| | Gamera 2000 [Cyclones Best] | | PlayStation | | NTSC (JP) | SLPM-86890
| | Gamesoft wo Tsukurou - Let's Be a Super Game Creator | | PlayStation | | NTSC (JP) | SLPS-01607
| | Ganbare Goemon - Kurunara Koi! Ayashige Ikka no Kuroi Kage | | PlayStation | | NTSC (JP) | SLPM-86155
| | Ganbare Goemon - Kurunara Koi! Ayashige Ikka no Kuroi Kage [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86572
| | Ganbare Goemon - Ooedo Daikaiten | | PlayStation | | NTSC (JP) | SLPM-86774
| | Ganbare Goemon - Ooedo Daikaiten [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86940
| | Ganbare Goemon - Ooedo Daikaiten [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87197
| | Ganbare Goemon - Uchuu Kaizoku Akogingu | | PlayStation | | NTSC (JP) | SLPS-00217
| | Ganbare Goemon - Uchuu Kaizoku Akogingu [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86030
| | Ganbare Goemon - Uchuu Kaizoku Akogingu [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87327
| | Ganbare Morikawa-kun 2-gou | | PlayStation | | NTSC (JP) | SCPS-10036
| | Ganbare Morikawa-kun 2-gou [Limited Edition] | | PlayStation | | NTSC (JP) | SCPS-10033
| | Ganbare! Nippon! Olympics 2000 | | PlayStation | | NTSC (JP) | SLPM-86482
| | Gangway Monsters | | PlayStation | | NTSC (JP) | SLPS-01468
| | Ganso Family Mahjong | | PlayStation | | NTSC (JP) | SLPS-01373
| | Ganso Family Mahjong [Nichibutsu Select Vol.2] | | PlayStation | | NTSC (JP) | SLPS-02787
| | Ganso Family Mahjong 2 | | PlayStation | | NTSC (JP) | SLPS-02094
| | Ganso Family Mahjong 2 [Nichibutsu Select Vol.5] | | PlayStation | | NTSC (JP) | SLPS-03102
| | Ganso! Doubutsu Uranai + Renai Uranai Puzzle | | PlayStation | | NTSC (JP) | SLPS-03165
| | Garou Densetsu - Wild Ambition | | PlayStation | | NTSC (JP) | SCPS-45409
| | Garou Densetsu - Wild Ambition | | PlayStation | | NTSC (JP) | SLPM-86236
| | Garou Densetsu - Wild Ambition [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86576
| | Garou Densetsu - Wild Ambition [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80446
| | Gatekeepers [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-02246
| | Gatekeepers [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-02247
| | G-Darius | | PlayStation | | NTSC (JP) | SCPS-45202
| | G-Darius | | PlayStation | | NTSC (JP) | SLPS-01348
| | G-Darius [Reprint] | | PlayStation | | NTSC (JP) | SLPM-86453
| | Gear Fighter Dendoh | | PlayStation | | NTSC (JP) | SLPS-03189
| | Gegege no Kitarou | | PlayStation | | NTSC (JP) | SLPS-00644
| | Gegege no Kitarou - Gyakushuu! Youkai Daikessen | | PlayStation | | NTSC (JP) | SLPM-87286
| | Gegege no Kitarou - Gyakushuu! Youkai Daikessen [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87342
| | Geki-Oh ShienRyu | | PlayStation | | NTSC (JP) | SLPS-02056
| | Geki-Oh ShienRyu [MajorWave 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87228
| | Gekiretsu Pachinkazu | | PlayStation | | NTSC (JP) | SLPS-00696
| | Gekisou Tomarunner | | PlayStation | | NTSC (JP) | SCPS-10087
| | Gekisou Tomarunner [Trial Version] | | PlayStation | | NTSC (JP) | PCPX-96164
| | Gekisou!! Grand Racing - Total Drivin' | | PlayStation | | NTSC (JP) | SLPS-01346
| | Gekitotsu Toma L'Arc - L'Arc-en-Ciel vs. Tomarunner | | PlayStation | | NTSC (JP) | SCPS-10134
| | Gekitotsu Toma L'Arc - L'Arc-en-Ciel vs. Tomarunner [PSone Books] | | PlayStation | | NTSC (JP) | SCPS-91320
| | Gekitotsu Yonku Battle [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86296
| | Gekitotsu! Yonku Battle - Test Drive Off Road 4WD | | PlayStation | | NTSC (JP) | SLPS-00926
| | Gekka no Kishi - Ouryuusen | | PlayStation | | NTSC (JP) | SLPS-00421
| | Genei Tougi - Shadow Struggle | | PlayStation | | NTSC (JP) | SLPS-00491
| | Genso Suiko Gaiden Vol.1 - Harmonia no Kenshi | | PlayStation | | NTSC (JP) | SLPM-86637
| | Genso Suiko Gaiden Vol.1 - Harmonia no Kenshi [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86883
| | Genso Suiko Gaiden Vol.1 - Harmonia no Kenshi [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87261
| | Genso Suiko Gaiden Vol.2 - Crystal Valley no Kettou | | PlayStation | | NTSC (JP) | SLPM-86663
| | Genso Suiko Gaiden Vol.2 - Crystal Valley no Kettou [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86953
| | Genso Suiko Gaiden Vol.2 - Crystal Valley no Kettou [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87262
| | Genso Suikoden | | PlayStation | | NTSC (JP) | SLPS-00097
| | Genso Suikoden [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86017
| | Genso Suikoden [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87099
| | Genso Suikoden 2 | | PlayStation | | NTSC (JP) | SCPS-45369
| | Genso Suikoden II | | PlayStation | | NTSC (JP) | SLPM-86168
| | Genso Suikoden II [Demo] [Metal Gear Solid Bonus Disc] | | PlayStation | | NTSC (JP) | SLPM-86116
| | Genso Suikoden II [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86389
| | Genso Suikoden II [Pilot] [Metal Gear Solid - Premium Pack - Bonus Disc] | | PlayStation | | NTSC (JP) | SLPM-86113
| | Genso Suikoden II [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87100
| | Gensomaden Saiyuki - Harukanaru Nishi He | | PlayStation | | NTSC (JP) | SLPM-86986
| | Gensou no Artemis - Actress School Mystery Adventure | | PlayStation | | NTSC (JP) | SLPS-02563
| | Geom Cube | | PlayStation | | NTSC (JP) | SLPS-00007
| | Geometry Duel | | PlayStation | | NTSC (JP) | SLPS-01575
| | Germs - Nerawareta Machi | | PlayStation | | NTSC (JP) | SLPS-02107
| | Get Backers Dakkanya | | PlayStation | | NTSC (JP) | SLPM-86848
| | Get Backers Dakkanya [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87202
| | Getter Robo Daikessen! (The Big Battle) | | PlayStation | | NTSC (JP) | SLPS-02232
| | Getter Robot - The Big Battle! [Digital Emotion Best] | | PlayStation | | NTSC (JP) | SLPS-03017
| | Gex | | PlayStation | | NTSC (JP) | SLPS-00244
| | Ghost in the Shell | | PlayStation | | NTSC (JP) | SCPS-45092
| | Ginga Eiyuu Densetsu | | PlayStation | | NTSC (JP) | SLPS-01358
| | Ginga Ojousama Densetsu Yuna - Final Edition | | PlayStation | | NTSC (JP) | SLPS-01451
| | Gionbana | | PlayStation | | NTSC (JP) | SLPS-00132
| | Gionbana 2 | | PlayStation | | NTSC (JP) | SLPS-01858
| | Glay Station - Glay Complete Works [Disc1of2] | | PlayStation | | NTSC (JP) | SLPM-86226
| | Glay Station - Glay Complete Works [Disc2of2] | | PlayStation | | NTSC (JP) | SLPM-86227
| | Glint Glitters | | PlayStation | | NTSC (JP) | SLPM-86200
| | Global Force - Shin Sentou Kokka | | PlayStation | | NTSC (JP) | SCPS-10082
| | Global Force - Shin Sentou Kokka [Trial Version] | | PlayStation | | NTSC (JP) | PCPX-96146
| | Glocal Hexcite | | PlayStation | | NTSC (JP) | SLPS-02425
| | Go Go I-Land [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-03061
| | Go Go I-Land [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-03062
| | Go II Professional Taikyoku Igo | | PlayStation | | NTSC (JP) | SLPS-00528
| | Go Train! | | PlayStation | | NTSC (JP) | SCPS-45167
| | Go! Go! Morikawa No.2 | | PlayStation | | NTSC (JP) | SCPS-45070
| | Goal Storm '97 | | PlayStation | | NTSC (JP) | SCPS-45165
| | Gochachiru [Pandora Max Series Vol.5] | | PlayStation | | NTSC (JP) | SLPS-02945
| | Gochachiru [Pandora Max Series Vol.5] [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-02944
| | Godzilla - Trading Battle | | PlayStation | | NTSC (JP) | SLPS-01470
| | Goemon - Shin Sedai Shuumei | | PlayStation | | NTSC (JP) | SLPM-86997
| | Goemon - Shin Sedai Shuumei [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87196
| | Goiken Muyou II | | PlayStation | | NTSC (JP) | SLPS-01542
| | Go-Jin Senki | | PlayStation | | NTSC (JP) | SLPS-01471
| | Go-Jin Senki [Best Price] | | PlayStation | | NTSC (JP) | SLPS-02866
| | Gokujou Parodius Da! Deluxe Pack | | PlayStation | | NTSC (JP) | SLPS-00002
| | Gokujou Parodius da! Deluxe Pack [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86031
| | Gokujou Parodius da! Deluxe Pack [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87329
| | Gokuu Densetsu - Magic Beast Warriors | | PlayStation | | NTSC (JP) | SLPS-00048
| | Golgo 13 - Karairu no Yabou | | PlayStation | | NTSC (JP) | SLPS-01712
| | Golgo 13 - Mienai Guntai | | PlayStation | | NTSC (JP) | SLPS-01713
| | Goo! Goo! Soundy | | PlayStation | | NTSC (JP) | SCPS-45434
| | Goo! Goo! Soundy | | PlayStation | | NTSC (JP) | SLPM-86250
| | Goryuujin + Electro | | PlayStation | | NTSC (JP) | SLPS-01620
| | Gotha II - Tenkuu no Kishi | | PlayStation | | NTSC (JP) | SLPS-00422
| | Gotouchi Hello Kitty Sugoroku Monogatari | | PlayStation | | NTSC (JP) | SLPS-03552
| | Gouketsuji Ichizoku 2 - Chottodake Saikyou Densetsu | | PlayStation | | NTSC (JP) | SLPS-00104
| | G-Police [Disc1of2] | | PlayStation | | NTSC (JP) | SCPS-10065
| | G-Police [Disc2of2] | | PlayStation | | NTSC (JP) | SCPS-10066
| | G-Police [Trial Version] | | PlayStation | | NTSC (JP) | PCPX-96125
| | Gradius Deluxe Pack | | PlayStation | | NTSC (JP) | SLPS-00303
| | Gradius Gaiden | | PlayStation | | NTSC (JP) | SLPM-86042
| | Gradius Gaiden [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86103
| | Gradius Gaiden [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87323
| | Gran Turismo | | PlayStation | | NTSC (JP) | SCPS-10045
| | Gran Turismo [PlayStation the Best] | | PlayStation | | NTSC (JP) | SCPS-91128
| | Gran Turismo [PSone Books] | | PlayStation | | NTSC (JP) | SCPS-91301
| | Gran Turismo [Trial Version] | | PlayStation | | NTSC (JP) | PAPX-90026
| | Gran Turismo 2 - Arcade | | PlayStation | | NTSC (JP) | SCPS-10116
| | Gran Turismo 2 - Arcade | | PlayStation | | NTSC (JP) | SCPS-45457
| | Gran Turismo 2 - Arcade [PSone Books] | | PlayStation | | NTSC (JP) | SCPS-91326
| | Gran Turismo 2 - Simulation | | PlayStation | | NTSC (JP) | SCPS-10117
| | Gran Turismo 2 - Simulation | | PlayStation | | NTSC (JP) | SCPS-45458
| | Gran Turismo 2 - Simulation [PSone Books] | | PlayStation | | NTSC (JP) | SCPS-91327
| | Grand Theft Auto | | PlayStation | | NTSC (JP) | SLPS-01554
| | Grand Theft Auto [Pokkiri 1400 Series] | | PlayStation | | NTSC (JP) | SLPM-87007
