| | Misa no Mahou Monogatari - Heartful Memories [Limited Edition] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01275
| | Misaki-Aggressive! | | PlayStation | | NTSC (JP) | SLPS-01474
| | Missland | | PlayStation | | NTSC (JP) | SLPS-00047
| | Missland [Pop Collection 1280yen Vol.2] | | PlayStation | | NTSC (JP) | SLPS-02104
| | Missland 2 | | PlayStation | | NTSC (JP) | SLPS-01715
| | Mitouhou he no Chousen - Alps-hen | | PlayStation | | NTSC (JP) | SLPS-00662
| | Mitsumete Knight | | PlayStation | | NTSC (JP) | SLPM-86068
| | Mitsumete Knight [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86220
| | Mitsumete Knight R Daiboukenhen | | PlayStation | | NTSC (JP) | SLPM-86134
| | Mizuki Shigeru no Yokai Butouden | | PlayStation | | NTSC (JP) | SLPS-00806
| | Mizutani Junko - Believer Dreamer [PlayStation Audio] | | PlayStation | | NTSC (JP) | SCPS-40005
| | Mizzurna Falls | | PlayStation | | NTSC (JP) | SLPS-01783
| | MLB Pennant Race | | PlayStation | | NTSC (JP) | SIPS-60009
| | Mobile Suit Gundam | | PlayStation | | NTSC (JP) | SLPS-00035
| | Mobile Suit Gundam - Char's Counterattack | | PlayStation | | NTSC (JP) | SCPS-45349
| | Mobile Suit Gundam - Char's Counterattack | | PlayStation | | NTSC (JP) | SCPS-45362
| | Mobile Suit Gundam - Char's Counterattack | | PlayStation | | NTSC (JP) | SLPS-01724
| | Mobile Suit Gundam - Char's Counterattack [Bandai The Best] | | PlayStation | | NTSC (JP) | SLPS-03259
| | Mobile Suit Gundam - Perfect One Year War | | PlayStation | | NTSC (JP) | SLPS-00920
| | Mobile Suit Gundam [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91011
| | Mobile Suit Gundam Ver.2.0 | | PlayStation | | NTSC (JP) | SLPS-00280
| | Mobile Suit Gundam Ver.2.0 [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-00281
| | Mobile Suit Gundam Ver.2.0 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91048
| | Mobile Suit Z-Gundam [Disc1of2] | | PlayStation | | NTSC (JP) | SCPS-45160
| | Mobile Suit Z-Gundam [Disc2of2] | | PlayStation | | NTSC (JP) | SCPS-45161
| | Mobile Suit Z-Gundam [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-01142
| | Mobile Suit Z-Gundam [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01143
| | Mobile Suit Z-Gundam [Bandai The Best] [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-03232
| | Mobile Suit Z-Gundam [Bandai The Best] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-03233
| | Mobile Tomodachi | | PlayStation | | NTSC (JP) | SLPM-87151
| | Mobius Link 3D | | PlayStation | | NTSC (JP) | SLPS-01281
| | Moero!! Pro Yakyuu '95 - Double Header | | PlayStation | | NTSC (JP) | SLPS-00099
| | Momotarou Dentetsu | | PlayStation | | NTSC (JP) | SLPS-01785
| | Momotarou Dentetsu [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91171
| | Momotarou Dentetsu [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87101
| | Momotarou Dentetsu 7 | | PlayStation | | NTSC (JP) | SLPS-01156
| | Momotarou Dentetsu 7 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91193
| | Momotarou Dentetsu 7 [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87257
| | Momotarou Dentetsu V | | PlayStation | | NTSC (JP) | SLPS-02458
| | Momotarou Dentetsu V [Hudson The Best] | | PlayStation | | NTSC (JP) | SLPM-87032
| | Momotarou Dentetsu V [Limited Edition] [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-02456
| | Momotarou Dentetsu V [Limited Edition] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-02457
| | Momotarou Dentetsu V [PSone Books] | | PlayStation | | NTSC (JP) | SLPM-87347
| | Momotarou Matsuri - Ishikawa Rokuemon no Maki | | PlayStation | | NTSC (JP) | SLPM-86888
| | Monaco Grand Prix Racing Simulation 2 | | PlayStation | | NTSC (JP) | SLPS-02106
| | Money Idol Exchanger | | PlayStation | | NTSC (JP) | SLPS-00963
| | Money Idol Exchanger [Reprint] | | PlayStation | | NTSC (JP) | SLPS-02644
| | Monkey Hero [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86481
| | Monkey Magic | | PlayStation | | NTSC (JP) | SLPS-02583
| | Monkey Magic [Value 1500] | | PlayStation | | NTSC (JP) | SLPS-03300
| | Monopoly | | PlayStation | | NTSC (JP) | SLPS-00741
| | Monopoly [Special Price Reprint] | | PlayStation | | NTSC (JP) | SLPS-01682
| | Monster Collection | | PlayStation | | NTSC (JP) | SLPS-02245
| | Monster Complete World | | PlayStation | | NTSC (JP) | SLPS-01870
| | Monster Complete World [Idea Factory Collection] | | PlayStation | | NTSC (JP) | SLPS-02783
| | Monster Complete World [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87120
| | Monster Farm | | PlayStation | | NTSC (JP) | SLPS-00910
| | Monster Farm [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91109
| | Monster Farm [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80096
| | Monster Farm 2 | | PlayStation | | NTSC (JP) | SLPS-01906
| | Monster Farm 2 [Demo] | | PlayStation | | NTSC (JP) | SLPM-80379
| | Monster Farm 2 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91199
| | Monster Farm Battle Card | | PlayStation | | NTSC (JP) | SLPS-02653
| | Monster Farm Jump | | PlayStation | | NTSC (JP) | SLPS-03160
| | Monster Paradise | | PlayStation | | NTSC (JP) | SLPS-00915
| | Monster Punish | | PlayStation | | NTSC (JP) | SLPS-02491
| | Monster Race | | PlayStation | | NTSC (JP) | SLPM-86143
| | Monsters Inc - Monsters Academy | | PlayStation | | NTSC (JP) | SLPS-03396
| | Monsterseed | | PlayStation | | NTSC (JP) | SLPS-01572
| | Monsterseed [Value 1500] | | PlayStation | | NTSC (JP) | SLPS-03281
| | Moon - Remix RPG Adventure [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91112
| | Moon Cresta | | PlayStation | | NTSC (JP) | SLPM-87082
| | Moon Remix - RPG Adventure | | PlayStation | | NTSC (JP) | SLPS-01031
| | Moonlight Syndrome [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-01001
| | Moonlight Syndrome [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01002
| | Moonlight Syndrome [PlayStation the Best] [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-91076
| | Moonlight Syndrome [PlayStation the Best] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-91077
| | Moonlight Syndrome [Preview] | | PlayStation | | NTSC (JP) | SLPM-80150
| | Mori no Oukoku - Kingdom of Forest | | PlayStation | | NTSC (JP) | SLPS-01861
| | Morikawa Yukiko - Because I Love You [PlayStation Audio] | | PlayStation | | NTSC (JP) | SCPS-40001
| | Morita Kazurou no Chess | | PlayStation | | NTSC (JP) | SLPS-02488
| | Morita Kazurou no Gomokuheibe to Rentama | | PlayStation | | NTSC (JP) | SLPS-02487
| | Morita Kazurou no Hanafuda | | PlayStation | | NTSC (JP) | SLPS-02486
| | Morita Kazurou no Mahjong | | PlayStation | | NTSC (JP) | SLPS-02588
| | Morita Kazurou no Reversi | | PlayStation | | NTSC (JP) | SLPS-02278
| | Morita Kazurou no Shogi Dojo | | PlayStation | | NTSC (JP) | SLPS-02277
| | Morita Shogi | | PlayStation | | NTSC (JP) | SLPS-01119
| | Moritaka Chisato - Safari Tokyo [Disc1of2] | | PlayStation | | NTSC (JP) | SLPM-86130
| | Moritaka Chisato - Safari Tokyo [Disc2of2] | | PlayStation | | NTSC (JP) | SLPM-86131
| | Mortal Kombat 3 | | PlayStation | | NTSC (JP) | SIPS-60006
| | Mortal Kombat II | | PlayStation | | NTSC (JP) | SLPS-00444
| | Mortal Kombat Trilogy | | PlayStation | | NTSC (JP) | SLPS-00791
| | Moto Racer | | PlayStation | | NTSC (JP) | SLPS-01163
| | Moto Racer 2 | | PlayStation | | NTSC (JP) | SLPS-02040
| | Motor Toon Grand Prix | | PlayStation | | NTSC (JP) | SCPS-10001
| | Motor Toon Grand Prix - USA Edition [PlayStation the Best] | | PlayStation | | NTSC (JP) | SCPS-91027
| | Motor Toon Grand Prix 2 [Disc1of2] | | PlayStation | | NTSC (JP) | SCPS-10018
| | Motor Toon Grand Prix 2 [Disc2of2] | | PlayStation | | NTSC (JP) | SCPS-10019
| | Motteke Tamago with Ganbare Kamonohasi | | PlayStation | | NTSC (JP) | SLPS-01242
| | Motto Trump Shiyouyo! I-Mode de Grand Prix | | PlayStation | | NTSC (JP) | SLPS-03321
| | Motto! Nyan to Wonderful 2 | | PlayStation | | NTSC (JP) | SLPS-01796
| | Mouja - Animal Tetris | | PlayStation | | NTSC (JP) | SLPS-00674
| | Mouri Motonari - Chikai no Sanshi | | PlayStation | | NTSC (JP) | SLPS-01285
| | Mouri Motonari - Chikai no Sanshi [Koei Teiban Series] | | PlayStation | | NTSC (JP) | SLPM-86994
| | Mouri Motonari - Chikai no Sanshi [Koei The Best] | | PlayStation | | NTSC (JP) | SLPM-86301
| | Mr. Driller | | PlayStation | | NTSC (JP) | SCPS-45259
| | Mr. Driller | | PlayStation | | NTSC (JP) | SLPS-02600
| | Mr. Driller G | | PlayStation | | NTSC (JP) | SLPS-03336
| | Ms. Pacman - Maze Madness | | PlayStation | | NTSC (JP) | SLPS-03000
| | MTB Dirt Cross | | PlayStation | | NTSC (JP) | SLPS-01467
| | Munasawagi no Yokan | | PlayStation | | NTSC (JP) | SLPS-02064
| | Murakoshi Masami no Bakuchou Nippon Rettou | | PlayStation | | NTSC (JP) | SLPS-01392
| | Murakoshi Masami no Bakuchou Nippon Rettou [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80253
| | Murakoshi Masami no Bakuchou Nippon Rettou [Tsuricon Edition] | | PlayStation | | NTSC (JP) | SLPS-02279
| | Murakoshi Masami no Bakuchou Nippon Rettou 2 | | PlayStation | | NTSC (JP) | SLPS-02890
| | Murakoshi Masami no Bakuchou Seabass Fishing [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-01988
| | Murakoshi Masami no Bakuchou Seabass Fishing [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01989
| | Muscle Ranking - Kinniku Banzuke - Road to Sasuke | | PlayStation | | NTSC (JP) | SLPM-86490
| | Muscle Ranking - Kinniku Banzuke - Road to Sasuke [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86737
| | Muscle Ranking - Kinniku Banzuke Vol.1 - Ore ga Saikyou no Otoko da! | | PlayStation | | NTSC (JP) | SLPM-86381
| | Muscle Ranking - Kinniku Banzuke Vol.1 - Ore ga Saikyou no Otoko da! [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86628
| | Muscle Ranking - Kinniku Banzuke Vol.2 - Aratanaru Genkai he no Chousen! | | PlayStation | | NTSC (JP) | SLPM-86457
| | Muscle Ranking - Kinniku Banzuke Vol.2 - Aratanaru Genkai he no Chousen! [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86665
| | Muscle Ranking - Kinniku Banzuke Vol.3 - Saikyou no Challenger Tanjyou! | | PlayStation | | NTSC (JP) | SLPM-86690
| | Muscle Ranking - Kinniku Banzuke Vol.3 - Saikyou no Challenger Tanjyou! [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86950
| | Mushi no Idokoro | | PlayStation | | NTSC (JP) | SLPS-00375
| | Mushi Taro | | PlayStation | | NTSC (JP) | SLPS-02816
| | Mushi Taro [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91492
| | Muteki-Oh Tri-Zenon | | PlayStation | | NTSC (JP) | SLPM-86790
| | My Dream - On Air ga Matenakute [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-00996
| | My Dream - On Air ga Matenakute [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-00997
| | My Garden | | PlayStation | | NTSC (JP) | SLPS-02213
| | My Home Dream | | PlayStation | | NTSC (JP) | SLPS-00931
| | My Home Dream [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91085
| | My Home Dream [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91520
| | My Home Dream 2 | | PlayStation | | NTSC (JP) | SLPS-02470
| | My Home Dream 2 [Victor Best] | | PlayStation | | NTSC (JP) | SLPS-03525
| | Myst | | PlayStation | | NTSC (JP) | SLPS-00024
| | Myst [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91023
| | Myst [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91123
| | Myst [Value 1500] | | PlayStation | | NTSC (JP) | SLPS-02924
| | Mystic Ark - Maboroshi Gekijou | | PlayStation | | NTSC (JP) | SLPM-86147
| | Mystic Ark - Maboroshi Gekijou [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80392
| | Mystic Dragoons, The | | PlayStation | | NTSC (JP) | SLPS-02103
| | Mystic Dragoons, The [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-02072
| | Mystic Dragoons, The [Maruan Series 6] | | PlayStation | | NTSC (JP) | SLPS-02845
| | Mystic Mind - Yureru Omoi [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-01562
| | Mystic Mind - Yureru Omoi [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-01563
| | Nagano Winter Olympics '98 - Hyper Olympics in Nagano | | PlayStation | | NTSC (JP) | SLPM-86056
| | Nagano Winter Olympics '98 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86132
| | Nage Libre - Rasen no Soukoku | | PlayStation | | NTSC (JP) | SLPS-00692
| | Nainai no Meitantei | | PlayStation | | NTSC (JP) | SLPS-02500
| | Najabu no Daibouken - My Favorite NANJATOWN | | PlayStation | | NTSC (JP) | SLPM-86601
| | Nakajima Miyuki - Namiromu | | PlayStation | | NTSC (JP) | SLPS-01625
| | Nakama Yukie - Moonlight to Daybreak [PlayStation Audio] | | PlayStation | | NTSC (JP) | SCPS-40002
| | Namco Anthology 1 | | PlayStation | | NTSC (JP) | SLPS-01220
| | Namco Anthology 2 | | PlayStation | | NTSC (JP) | SLPS-01221
| | Namco Mahjong - Sparrow Garden | | PlayStation | | NTSC (JP) | SLPS-00074
| | Namco Museum Encore | | PlayStation | | NTSC (JP) | SLPS-01050
| | Namco Museum Encore [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-00765
| | Namco Museum Encore [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91163
| | Namco Museum Vol.1 | | PlayStation | | NTSC (JP) | SLPS-00107
| | Namco Museum Vol.1 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91158
| | Namco Museum Vol.2 | | PlayStation | | NTSC (JP) | SLPS-00210
| | Namco Museum Vol.2 [Limited Edition with Volume Control] | | PlayStation | | NTSC (JP) | SLPS-00209
| | Namco Museum Vol.2 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91159
| | Namco Museum Vol.3 | | PlayStation | | NTSC (JP) | SLPS-00390
| | Namco Museum Vol.3 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91160
| | Namco Museum Vol.4 | | PlayStation | | NTSC (JP) | SLPS-00540
| | Namco Museum Vol.4 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91161
| | Namco Museum Vol.5 | | PlayStation | | NTSC (JP) | SLPS-00705
| | Namco Museum Vol.5 [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91162
| | Nanatsu no Hikan [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-00410
| | Nanatsu no Hikan [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-00411
| | Nanatsu no Hikan [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-00412
| | Nanatsu no Hikan [Koei The Best] [Disc1of3] | | PlayStation | | NTSC (JP) | SLPM-86179
| | Nanatsu no Hikan [Koei The Best] [Disc2of3] | | PlayStation | | NTSC (JP) | SLPM-86180
| | Nanatsu no Hikan [Koei The Best] [Disc3of3] | | PlayStation | | NTSC (JP) | SLPM-86181
| | Naniwa Kinyuudou | | PlayStation | | NTSC (JP) | SLPS-03049
| | Naniwa no Akindo | | PlayStation | | NTSC (JP) | SLPS-00768
| | Naniwa Wangan Battle | | PlayStation | | NTSC (JP) | SLPS-01206
| | Naniwa Wangan Battle [Race The Best Vol.1] | | PlayStation | | NTSC (JP) | SLPS-02535
| | Naniwa Wangan Battle [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87162
| | Naniwa Wangan Battle [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80301
| | Nankuro 2 [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86427
| | Nankuro 3 [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86534
| | Nankuro 4 [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86795
| | Nanotek Warrior | | PlayStation | | NTSC (JP) | SCPS-45073
| | Nanotek Warrior | | PlayStation | | NTSC (JP) | SLPS-00835
| | Naruto - Shinobi no Sato no Jintori Gassen | | PlayStation | | NTSC (JP) | SLPS-03553
| | NASCAR '98 | | PlayStation | | NTSC (JP) | SLPS-01295
| | NASCAR Racing - Season '96 | | PlayStation | | NTSC (JP) | SLPS-00884
| | Natsuiro Kenjutsu Komachi | | PlayStation | | NTSC (JP) | SLPS-02667
| | Natsuiro Kenjutsu Komachi [Best Version] | | PlayStation | | NTSC (JP) | SLPS-03565
| | Natsuiro Kenjutsu Komachi [Limited Edition] [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-02665
| | Natsuiro Kenjutsu Komachi [Limited Edition] [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-02666
| | Navit | | PlayStation | | NTSC (JP) | SLPS-01530
| | Navit [Artdink Best Choice] | | PlayStation | | NTSC (JP) | SLPS-02525
| | Nazo-Oh | | PlayStation | | NTSC (JP) | SLPS-00447
| | NBA Jam Extreme | | PlayStation | | NTSC (JP) | SLPS-00699
| | NBA Jam T.E. | | PlayStation | | NTSC (JP) | SLPS-00199
| | NBA Live 2000 | | PlayStation | | NTSC (JP) | SLPS-02603
| | NBA Live '96 | | PlayStation | | NTSC (JP) | SLPS-00389
| | NBA Live '97 | | PlayStation | | NTSC (JP) | SLPS-00736
| | NBA Live '98 | | PlayStation | | NTSC (JP) | SLPS-01296
| | NBA Live '98 [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80226
| | NBA Live '99 | | PlayStation | | NTSC (JP) | SLPS-02033
| | NBA Power Dunkers | | PlayStation | | NTSC (JP) | SLPS-00188
| | NBA Power Dunkers 2 | | PlayStation | | NTSC (JP) | SLPM-86011
| | NBA Power Dunkers 3 | | PlayStation | | NTSC (JP) | SLPM-86060
| | NBA Power Dunkers 4 | | PlayStation | | NTSC (JP) | SLPM-86176
| | NBA Power Dunkers 5 | | PlayStation | | NTSC (JP) | SLPM-86397
| | Nectaris | | PlayStation | | NTSC (JP) | SLPS-01245
| | Neko na Kankei | | PlayStation | | NTSC (JP) | SLPS-01616
| | Neko na Kankei [PSone Books] | | PlayStation | | NTSC (JP) | SLPS-91524
| | Nekozamurai [Disc1of3] | | PlayStation | | NTSC (JP) | SLPS-01543
| | Nekozamurai [Disc2of3] | | PlayStation | | NTSC (JP) | SLPS-01544
| | Nekozamurai [Disc3of3] | | PlayStation | | NTSC (JP) | SLPS-01545
| | Nemuru Mayu - Sleeping Cocoon | | PlayStation | | NTSC (JP) | SLPS-02597
| | Neo Atlas | | PlayStation | | NTSC (JP) | SLPS-01212
| | Neo Atlas [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91117
| | Neo Atlas [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87240
| | Neo Atlas [Trial Version] | | PlayStation | | NTSC (JP) | SLPM-80230
| | Neo Atlas Famitou no Nazo | | PlayStation | | NTSC (JP) | SLPM-80282
| | Neo Atlas II | | PlayStation | | NTSC (JP) | SLPS-02238
| | Neo Atlas II [Artdink Best Choice] | | PlayStation | | NTSC (JP) | SLPS-02974
| | Neo Atlas II [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-87283
| | Neo Planet | | PlayStation | | NTSC (JP) | SLPS-00323
| | Neorude [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-00823
| | Neorude [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-00824
| | Neorude - Kizamareta Monshou | | PlayStation | | NTSC (JP) | SLPS-02417
| | Neorude [Tekukore Collection 2500 #2] | | PlayStation | | NTSC (JP) | SLPS-02212
| | Neorude 2 | | PlayStation | | NTSC (JP) | SLPS-01112
| | Neorude 2 [Tekukore Collection 2500 #3] | | PlayStation | | NTSC (JP) | SLPS-02254
| | Nessa no Hoshi [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-00913
| | Nessa no Hoshi [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-00914
| | Netz Magazine Altezza | | PlayStation | | NTSC (JP) | SLPM-86163
| | Neues | | PlayStation | | NTSC (JP) | SLPS-02559
| | Neues [Escot Original Best-ban] | | PlayStation | | NTSC (JP) | SLPS-02981
| | Next King - Koi no Sennen Oukoku | | PlayStation | | NTSC (JP) | SLPS-00859
| | Next King - Koi no Sennen Oukoku [Limited Edition] | | PlayStation | | NTSC (JP) | SLPS-00858
| | Next Tetris, The | | PlayStation | | NTSC (JP) | SLPS-01774
| | Next Tetris, The [BPS The Choice] | | PlayStation | | NTSC (JP) | SLPS-02701
| | Next Tetris, The [Deluxe] | | PlayStation | | NTSC (JP) | SLPS-02507
| | NFL Quarterback Club '97 | | PlayStation | | NTSC (JP) | SLPS-00221
| | N-Gauge Unten Kibun Game - Gatan Goton | | PlayStation | | NTSC (JP) | SLPM-86217
| | N-Gauge Unten Kibun Game - Gatan Goton [MajorWave 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86766
| | NHL '97 | | PlayStation | | NTSC (JP) | SLPS-00861
| | NHL Blades of Steel 2000 | | PlayStation | | NTSC (JP) | SLPM-86193
| | NHL Power Rink '97 | | PlayStation | | NTSC (JP) | SIPS-60018
| | NHL Powerplay '96 | | PlayStation | | NTSC (JP) | SLPS-00595
| | Nibiiro no Koubou - 32-nin no Senshachou | | PlayStation | | NTSC (JP) | SLPS-00721
| | Nibiiro no Koubou - 32-nin no Senshachou [Reprint] | | PlayStation | | NTSC (JP) | SLPS-02321
| | Nichibutsu Arcade Classics | | PlayStation | | NTSC (JP) | SLPS-00184
| | Nichibutsu Mahjong - Joshikou Meijinsen | | PlayStation | | NTSC (JP) | SLPS-00038
| | Night Head - The Labyrinth | | PlayStation | | NTSC (JP) | SLPS-00111
| | Night Raid | | PlayStation | | NTSC (JP) | SLPM-87048
| | Night Striker | | PlayStation | | NTSC (JP) | SLPS-00050
| | Nightmare Creatures | | PlayStation | | NTSC (JP) | SIPS-60027
| | Nightruth - Explanation of the Paranormal [Disc1of2] | | PlayStation | | NTSC (JP) | SLPS-00561
| | Nightruth - Explanation of the Paranormal [Disc2of2] | | PlayStation | | NTSC (JP) | SLPS-00562
| | Nijiiro Dodgeball - Otometachi no Seishun | | PlayStation | | NTSC (JP) | SLPM-87039
| | Nijiiro Dodgeball - Otometachi no Seishun [DX Pack] | | PlayStation | | NTSC (JP) | SLPM-87038
| | Nijiiro Twinkle - Guruguru Daisakusen | | PlayStation | | NTSC (JP) | SLPS-01506
| | Nijiiro Twinkle - Guruguru Daisakusen [ASCII Casual Collection] | | PlayStation | | NTSC (JP) | SLPS-02971
| | Nikaku Dori Deluxe [Nice Price Series Vol.11] | | PlayStation | | NTSC (JP) | SLPS-03431
| | Ningyo no Rakuin | | PlayStation | | NTSC (JP) | SLPS-02854
| | Ninja Jajamarukun - Onigiri Ninpouchou | | PlayStation | | NTSC (JP) | SLPS-00494
| | Ninku | | PlayStation | | NTSC (JP) | SLPS-00172
| | Ninpu Sentai Harikenger | | PlayStation | | NTSC (JP) | SLPS-03493
| | Nintei o | | PlayStation | | NTSC (JP) | SLPS-01757
| | Nippon Golf Kyoukai Kanshuu - Double Eagle | | PlayStation | | NTSC (JP) | SLPS-00658
| | Nippon Golf Kyoukai Kanshuu - Double Eagle [Reprint Value 1500] | | PlayStation | | NTSC (JP) | SLPS-02796
| | Nippon Golf Kyoukai Kanshuu - Double Eagle [Sunsoft Best] | | PlayStation | | NTSC (JP) | SLPS-01667
| | Nippon Pro Mahjong Renmei Kounin - Doujou Yaburi | | PlayStation | | NTSC (JP) | SLPS-00793
| | Nippon Pro Mahjong Renmei Kounin - Doujou Yaburi [Reprint] | | PlayStation | | NTSC (JP) | SLPS-02356
| | Nippon Pro Mahjong Renmei Kounin - Doujou Yaburi 2 | | PlayStation | | NTSC (JP) | SLPS-02484
| | Nippon Pro Mahjong Renmei Kounin - Doujou Yaburi 2 [Reprint] | | PlayStation | | NTSC (JP) | SLPS-03128
| | Nippon Pro Mahjong Renmei Kounin - Honkaku Pro Mahjong [Nice Price Series Vol.01] | | PlayStation | | NTSC (JP) | SLPS-03351
| | Nippon Pro Mahjong Renmei Kounin - Shin Tetsuman | | PlayStation | | NTSC (JP) | SLPS-01653
| | Nippon Pro Mahjong Renmei Kounin - Temodoki Mahjong | | PlayStation | | NTSC (JP) | SLPS-02853
| | Nippon Sumo Kyoukai Kounin - Nihon Ohzumo | | PlayStation | | NTSC (JP) | SLPM-86575
| | Nippon Sumo Kyoukai Kounin - Nihon Ohzumo [Konami The Best] | | PlayStation | | NTSC (JP) | SLPM-86846
| | Nishijin Pachinko Tengoku EX | | PlayStation | | NTSC (JP) | SLPS-02175
| | Nishijin Pachinko Tengoku Vol.1 | | PlayStation | | NTSC (JP) | SLPS-00614
| | Nishijin Pachinko Tengoku Vol.2 | | PlayStation | | NTSC (JP) | SLPS-00886
| | Nishijin Pachinko Tengoku Vol.3 | | PlayStation | | NTSC (JP) | SLPS-01761
| | Nishijin Pachinko Tettel Kouryaku | | PlayStation | | NTSC (JP) | SLPS-03268
| | No-Appointment Gals Olympos | | PlayStation | | NTSC (JP) | SLPS-00265
| | No-Appointment Gals Olympos | | PlayStation | | NTSC (JP) | SLPS-00493
| | Nobunaga Hiroku - Ge-Ten no Yume | | PlayStation | | NTSC (JP) | SLPS-00862
| | Nobunaga Hiroku - Ge-Ten no Yume [SuperLite 1500 Series] | | PlayStation | | NTSC (JP) | SLPM-86632
| | Nobunaga no Yabou - Bushou Fuuunroku | | PlayStation | | NTSC (JP) | SLPM-86174
| | Nobunaga no Yabou - Bushou Fuuunroku [Koei Teiban Series] | | PlayStation | | NTSC (JP) | SLPM-86604
| | Nobunaga no Yabou - Haouden | | PlayStation | | NTSC (JP) | SLPS-00106
| | Nobunaga no Yabou - Haouden [Koei Teiban Series] | | PlayStation | | NTSC (JP) | SLPM-86992
| | Nobunaga no Yabou - Haouden [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPS-91022
| | Nobunaga no Yabou - Reppuuden | | PlayStation | | NTSC (JP) | SLPM-86300
| | Nobunaga no Yabou - Reppuuden [PlayStation the Best] | | PlayStation | | NTSC (JP) | SLPM-86887
| | Nobunaga no Yabou - Reppuuden [with Power-Up Kit] | | PlayStation | | NTSC (JP) | SLPM-86483
| | Nobunaga no Yabou - Reppuuden [with Power-Up Kit] [Koei The Best] | | PlayStation | | NTSC (JP) | SLPM-87320
