Platform	Name	Region	Code	Game	Box	Manual	Year	Comment
Nintendo Entertainment System	God Slayer: Haruka Tenkuu no Sonata	Japan		No	No	No	1990	
Nintendo Entertainment System	Godzilla: King of the Monsters	Japan		No	No	No	1988	
Nintendo Entertainment System	Golf	Japan		No	No	No	1984	
Nintendo Entertainment System	Golf '92, The	Japan		No	No	No	1992	
Nintendo Entertainment System	Golf Club: Birdie Rush	Japan		No	No	No	1987	
Nintendo Entertainment System	Golf Grand Slam	Japan		No	No	No	1991	
Nintendo Entertainment System	Golf-kko Open	Japan		No	No	No	1989	
Nintendo Entertainment System	Golgo 13: Dai 1 Shou: Kamigami no Tasogare	Japan		No	No	No	1988	
Nintendo Entertainment System	Golgo 13: Dai 2 Shou: The Riddle of Icarus	Japan		No	No	No	1990	
Nintendo Entertainment System	Gomoku Narabe Renju	Japan		No	No	No	1983	
Nintendo Entertainment System	Goonies II: Fratelli Saigo no Chousen, The	Japan		No	No	No	1987	
Nintendo Entertainment System	Goonies, The	Japan		No	No	No	1986	
Nintendo Entertainment System	Gorby no Pipeline Daisakusen	Japan		No	No	No	1991	
Nintendo Entertainment System	Gorilla Man, The	Japan		No	No	No	1993	
Nintendo Entertainment System	Gozonji: Yaji Kita Chin Douchuu	Japan		No	No	No	1989	
Nintendo Entertainment System	Gradius	Japan		No	No	No	1986	
Nintendo Entertainment System	Gradius II	Japan		No	No	No	1988	
Nintendo Entertainment System	Grand Master	Japan		No	No	No	1991	
Nintendo Entertainment System	Great Battle Cyber	Japan		No	No	No	1992	
Nintendo Entertainment System	Great Boxing: Rush Up	Japan		No	No	No	1990	
Nintendo Entertainment System	Great Deal	Japan		No	No	No	1991	
Nintendo Entertainment System	Great Tank	Japan		No	No	No	1988	
Nintendo Entertainment System	Gremlins 2: Shinshu Tanjou	Japan		No	No	No	1990	
Nintendo Entertainment System	Guardic Gaiden	Japan		No	No	No	1988	
Nintendo Entertainment System	Guevara	Japan		No	No	No	1988	
Nintendo Entertainment System	Gun Nac	Japan		No	No	No	1990	
Nintendo Entertainment System	Gun Sight	Japan		No	No	No	1991	
Nintendo Entertainment System	Gun-Dec	Japan		No	No	No	1991	
Nintendo Entertainment System	GunHed: Aratanaru Tatakai	Japan		No	No	No	1990	
Nintendo Entertainment System	Gyrodine	Japan		No	No	No	1986	
Nintendo Entertainment System	Gyromite	Japan		No	No	No	1985	
Nintendo Entertainment System	Haja no Fuuin	Japan		No	No	No	1987	
Nintendo Entertainment System	Hana no Star Kaidou	Japan		No	No	No	1987	
Nintendo Entertainment System	Hanjuku Hero	Japan		No	No	No	1988	
Nintendo Entertainment System	Happy Birthday Bugs	Japan		No	No	No	1990	
Nintendo Entertainment System	Hatris	Japan		No	No	No	1990	
Nintendo Entertainment System	Hayauchi Super Igo	Japan		No	No	No	1989	
Nintendo Entertainment System	Heavy Barrel	Japan		No	No	No	1990	
Nintendo Entertainment System	Hebereke	Japan		No	No	No	1991	
Nintendo Entertainment System	Hector '87	Japan		No	No	No	1987	
Nintendo Entertainment System	Heisei Tensai Bakabon	Japan		No	No	No	1991	
Nintendo Entertainment System	Hello Kitty no Hanabatake	Japan		No	No	No	1992	
Nintendo Entertainment System	Hello Kitty World	Japan		No	No	No	1992	
Nintendo Entertainment System	Heracles no Eikou II: Titan no Metsubou	Japan		No	No	No	1989	
Nintendo Entertainment System	Hi no Tori: Gaou no Bouken	Japan		No	No	No	1987	
Nintendo Entertainment System	Higemaru Makaijima: Nanatsu no Shima Daibouken	Japan		No	No	No	1987	
Nintendo Entertainment System	Highway Star	Japan		No	No	No	1987	
Nintendo Entertainment System	Hikari no Senshi Photon: The Ultimate Game on Planet Earth	Japan		No	No	No	1987	
Nintendo Entertainment System	Hirake! Ponkikki	Japan		No	No	No	1992	
Nintendo Entertainment System	Hiryu no Ken II: Dragon no Tsubasa	Japan		No	No	No	1988	
Nintendo Entertainment System	Hiryu no Ken III: 5 Nin no Ryuu Senshi	Japan		No	No	No	1990	
Nintendo Entertainment System	Hiryu no Ken Special: Fighting Wars	Japan		No	No	No	1991	
Nintendo Entertainment System	Hiryu no Ken: Ougi no Sho	Japan		No	No	No	1987	
Nintendo Entertainment System	Hissatsu Doujou Yaburi	Japan		No	No	No	1989	
Nintendo Entertainment System	Hissatsu Shigoto Nin	Japan		No	No	No	1990	
Nintendo Entertainment System	Hitler no Fukkatsu: Top Secret	Japan		No	No	No	1988	
Nintendo Entertainment System	Hogan's Alley	Japan		No	No	No	1984	
Nintendo Entertainment System	Hokkaidou Rensa Satsujin: Ohotsuku ni Kiyu	Japan		No	No	No	1987	
Nintendo Entertainment System	Hokuto no Ken	Japan		No	No	No	1986	
Nintendo Entertainment System	Hokuto no Ken 3: Shinseiki Souzou Seiken Retsuden	Japan		No	No	No	1989	
Nintendo Entertainment System	Hokuto no Ken 4: Shichisei Hakenden: Hokuto Shinken no Kanata e	Japan		No	No	No	1991	
Nintendo Entertainment System	Hokuto no Ken II: Seikimatsu Kyuuseishu Densetsu	Japan		No	No	No	1987	
Nintendo Entertainment System	Holy Diver	Japan		No	No	No	1989	
Nintendo Entertainment System	Home Run Night '90: The Pennant League	Japan		No	No	No	1990	
Nintendo Entertainment System	Home Run Nighter: Pennant League!!	Japan		No	No	No	1989	
Nintendo Entertainment System	Hon Shogi: Naitou Kudan Shogi Hiden	Japan		No	No	No	1985	
Nintendo Entertainment System	Honoo no Doukyuuji: Dodge Danpei	Japan		No	No	No	1992	
Nintendo Entertainment System	Honoo no Doukyuuji: Dodge Danpei 2	Japan		No	No	No	1993	
Nintendo Entertainment System	Hook	Japan		No	No	No	1992	
Nintendo Entertainment System	Hoshi no Kirby: Yume no Izumi no Monogatari	Japan		No	No	No	1993	
Nintendo Entertainment System	Hoshi o Miru Hito	Japan		No	No	No	1987	
Nintendo Entertainment System	Hostages: The Embassy Mission	Japan		No	No	No	1989	
Nintendo Entertainment System	Hototogisu	Japan		No	No	No	1988	
Nintendo Entertainment System	Hottaman no Chitei Tanken	Japan		No	No	No	1986	
Nintendo Entertainment System	Hudson Hawk	Japan		No	No	No	1991	
Nintendo Entertainment System	Hyakki Yakou	Japan		No	No	No	1989	
Nintendo Entertainment System	Hyaku no Sekai no Monogatari: The Tales on a Watery Wilderness	Japan		No	No	No	1991	
Nintendo Entertainment System	Hydlide 3: Yami Kara no Houmonsha	Japan		No	No	No	1989	
Nintendo Entertainment System	Hydlide Special	Japan		No	No	No	1986	
Nintendo Entertainment System	Hyokkori Hyoutanjima: Nazo no Kaizokusen	Japan		No	No	No	1992	
Nintendo Entertainment System	Hyper Olympic: Gentai Ban!	Japan		No	No	No	1985	
Nintendo Entertainment System	Hyper Sports	Japan		No	No	No	1985	
Nintendo Entertainment System	I Love Softball	Japan		No	No	No	1989	
Nintendo Entertainment System	Ice Climber	Japan		No	No	No	1985	
Nintendo Entertainment System	Ide Yosuke Meijin no Jissen Mahjong	Japan		No	No	No	1987	
Nintendo Entertainment System	Ide Yosuke Meijin no Jissen Mahjong II	Japan		No	No	No	1991	
Nintendo Entertainment System	Idol Hakkenden	Japan		No	No	No	1989	
Nintendo Entertainment System	Igo Meikan	Japan		No	No	No	1990	
Nintendo Entertainment System	Igo Shinan	Japan		No	No	No	1989	
Nintendo Entertainment System	Igo Shinan '91	Japan		No	No	No	1991	
Nintendo Entertainment System	Igo Shinan '92	Japan		No	No	No	1992	
Nintendo Entertainment System	Igo Shinan '93	Japan		No	No	No	1992	
Nintendo Entertainment System	Igo Shinan '94	Japan		No	No	No	1993	
Nintendo Entertainment System	Igo: Kyuu Roban Taikyoku	Japan		No	No	No	1987	
Nintendo Entertainment System	Ikari	Japan		No	No	No	1986	
Nintendo Entertainment System	Ikari II: Dogosoken	Japan		No	No	No	1988	
Nintendo Entertainment System	Ikari III	Japan		No	No	No	1990	
Nintendo Entertainment System	Ike Ike! Nekketsu Hockey-bu: Subette Koronde Dairantou	Japan		No	No	No	1992	
Nintendo Entertainment System	Ikinari Musician	Japan		No	No	No	1987	
Nintendo Entertainment System	Ikki	Japan		No	No	No	1985	
Nintendo Entertainment System	Image Fight	Japan		No	No	No	1990	
Nintendo Entertainment System	Indora no Hikari	Japan		No	No	No	1987	
Nintendo Entertainment System	Insector X	Japan		No	No	No	1990	
Nintendo Entertainment System	Isaki Shuugorou no Keiba Hisshou Gaku	Japan		No	No	No	1990	
Nintendo Entertainment System	Ishin no Arashi	Japan		No	No	No	1990	
Nintendo Entertainment System	Itadaki Street: Watashi no Oten ni Yottette	Japan		No	No	No	1991	
Nintendo Entertainment System	J.League Fighting Soccer: The King of Ace Strikers	Japan		No	No	No	1993	
Nintendo Entertainment System	J.League Super Top Players	Japan		No	No	No	1994	
Nintendo Entertainment System	J.League Winning Goal	Japan		No	No	No	1994	
Nintendo Entertainment System	Jackie Chan	Japan		No	No	No	1991	
Nintendo Entertainment System	Jajamaru Gekimaden: Maboroshi no Kinmajou	Japan		No	No	No	1990	
Nintendo Entertainment System	Jajamaru Ninpou Chou	Japan		No	No	No	1989	
Nintendo Entertainment System	Jajamaru no Daibouken	Japan		No	No	No	1986	
Nintendo Entertainment System	Jangou	Japan		No	No	No	1990	
Nintendo Entertainment System	Jarin-Ko Chie: Bakudan Musume no Shiawase Sagashi	Japan		No	No	No	1988	
Nintendo Entertainment System	Jekyll Hakase no Houma ga Toki	Japan		No	No	No	1988	
Nintendo Entertainment System	JESUS: Kyoufu no Bio Monster	Japan		No	No	No	1989	
Nintendo Entertainment System	Jetsons: Cogswell's Caper!, The	Japan		No	No	No	1993	
Nintendo Entertainment System	Jigoku Gokuraku Maru	Japan		No	No	No	1990	
Nintendo Entertainment System	Jikuu Yuten: Debias	Japan		No	No	No	1987	
Nintendo Entertainment System	JJ: Tobidase Daisakusen Part II	Japan		No	No	No	1987	
Nintendo Entertainment System	Jongbou	Japan		No	No	No	1987	
Nintendo Entertainment System	Joust	Japan		No	No	No	1987	
Nintendo Entertainment System	Joy Mech Fight	Japan		No	No	No	1993	
Nintendo Entertainment System	JuJu Densetsu	Japan		No	No	No	1991	
Nintendo Entertainment System	Jumbo Ozaki no Hole in One Professional	Japan		No	No	No	1988	
Nintendo Entertainment System	Jumpin' Kid: Jack to Mame no Ki Monogatari	Japan		No	No	No	1990	
Nintendo Entertainment System	Just Breed	Japan		No	No	No	1992	
Nintendo Entertainment System	Juuouki	Japan		No	No	No	1990	
Nintendo Entertainment System	Juuryoku Soukou Metal Storm	Japan		No	No	No	1992	
Nintendo Entertainment System	Juvei Quest	Japan		No	No	No	1991	
Nintendo Entertainment System	Kabushiki Doujou: The Stock Speculation	Japan		No	No	No	1989	
Nintendo Entertainment System	Kaettekita! Gunjin Shogi: Nanya Sore!?	Japan		No	No	No	1989	
Nintendo Entertainment System	Kage no Densetsu	Japan		No	No	No	1986	
Nintendo Entertainment System	Kagerou Densetsu	Japan		No	No	No	1990	
Nintendo Entertainment System	Kaguya Hime Densetsu	Japan		No	No	No	1988	
Nintendo Entertainment System	Kai no Bouken: The Quest of Ki	Japan		No	No	No	1988	
Nintendo Entertainment System	Kaijuu Monogatari	Japan		No	No	No	1988	
Nintendo Entertainment System	Kaiketsu Yancha Maru	Japan		No	No	No	1987	
Nintendo Entertainment System	Kaiketsu Yancha Maru 2: Karakuri Land	Japan		No	No	No	1991	
Nintendo Entertainment System	Kaiketsu Yancha Maru 3: Taiketsu! Zouringen	Japan		No	No	No	1993	
Nintendo Entertainment System	Kakefu Kimi no Jump Tengoku: Speed Jigoku	Japan		No	No	No	1988	
Nintendo Entertainment System	Kame no Ongaeshi: Urashima Densetsu	Japan		No	No	No	1988	
Nintendo Entertainment System	Kamen no Ninja Hanamaru	Japan		No	No	No	1990	
Nintendo Entertainment System	Kamen no Ninja: Akakage	Japan		No	No	No	1988	
Nintendo Entertainment System	Kamen Rider Club: Gekitotsu Shocker Land	Japan		No	No	No	1988	
Nintendo Entertainment System	Kamen Rider SD: GranShocker no Yabou	Japan		No	No	No	1993	
Nintendo Entertainment System	Kanshakudama Nage Kantarou no Toukaidou Gojuusan Tsugi	Japan		No	No	No	1986	
Nintendo Entertainment System	Karakuri Kengoden Musashi Lord: Karakuri Jin Hashiru!	Japan		No	No	No	1991	
Nintendo Entertainment System	Karaoke Studio	Japan		No	No	No	1987	
Nintendo Entertainment System	Karaoke Studio Senyou Cassette Vol. 1	Japan		No	No	No	1987	
Nintendo Entertainment System	Karaoke Studio Senyou Cassette Vol. 2	Japan		No	No	No	1988	
Nintendo Entertainment System	Karateka	Japan		No	No	No	1985	
Nintendo Entertainment System	Karnov	Japan		No	No	No	1987	
Nintendo Entertainment System	Kawa no Nushi Tsuri	Japan		No	No	No	1990	
Nintendo Entertainment System	Keiba Simulation: Honmei	Japan		No	No	No	1989	
Nintendo Entertainment System	Keisan Game: Sansuu 1 Nen	Japan		No	No	No	1986	
Nintendo Entertainment System	Keisan Game: Sansuu 2 Nen	Japan		No	No	No	1986	
Nintendo Entertainment System	Keisan Game: Sansuu 3 Nen	Japan		No	No	No	1986	
Nintendo Entertainment System	Keisan Game: Sansuu 4 Nen	Japan		No	No	No	1986	
Nintendo Entertainment System	Keisan Game: Sansuu 5+6 Nen	Japan		No	No	No	1986	
Nintendo Entertainment System	Kekkyoku Nankyoku Daibouken	Japan		No	No	No	1985	
Nintendo Entertainment System	Kero Kero Keroppi no Daibouken	Japan		No	No	No	1991	
Nintendo Entertainment System	Kero Kero Keroppi no Daibouken 2: Donuts Ike ha Oosawagi!	Japan		No	No	No	1993	
Nintendo Entertainment System	Keroppi to Keroriinu no Splash Bomb!	Japan		No	No	No	1993	
Nintendo Entertainment System	Kidou Senshi Z-Gundam: Hot Scramble	Japan		No	No	No	1986	
Nintendo Entertainment System	King Kong 2: Ikari no Megaton Punch	Japan		No	No	No	1986	
Nintendo Entertainment System	King of Kings	Japan		No	No	No	1988	
Nintendo Entertainment System	King's Knight	Japan		No	No	No	1986	
Nintendo Entertainment System	Kinnikuman: Muscle Tag Match	Japan		No	No	No	1985	
Nintendo Entertainment System	Kiteretsu Daihyakka	Japan		No	No	No	1990	
Nintendo Entertainment System	Klax	Japan		No	No	No	1990	
Nintendo Entertainment System	Knight Rider	Japan		No	No	No	1988	
Nintendo Entertainment System	Konamik Sports in Seoul	Japan		No	No	No	1988	
Nintendo Entertainment System	Koufuku o Yobu Game: Dora Dora Dora	Japan		No	No	No	1991	
Nintendo Entertainment System	Kouryu Densetsu Villgust Gaiden	Japan		No	No	No	1993	
Nintendo Entertainment System	Koushien	Japan		No	No	No	1989	
Nintendo Entertainment System	Kujaku Ou	Japan		No	No	No	1988	
Nintendo Entertainment System	Kujaku Ou II	Japan		No	No	No	1990	
Nintendo Entertainment System	Kunio-Kun no Nekketsu Soccer League	Japan		No	No	No	1993	
Nintendo Entertainment System	Kurogane Hiroshi no Yosou Daisuki! Kachiuma Densetsu	Japan		No	No	No	1990	
Nintendo Entertainment System	Kyatto Ninden Teyandee	Japan		No	No	No	1991	
Nintendo Entertainment System	Kyonshies 2	Japan		No	No	No	1987	
Nintendo Entertainment System	Kyoro-Chan Land	Japan		No	No	No	1992	
Nintendo Entertainment System	Kyouryuu Sentai Zyuranger	Japan		No	No	No	1992	
Nintendo Entertainment System	Kyuukyoku Harikiri Koushien	Japan		No	No	No	1992	
Nintendo Entertainment System	Kyuukyoku Harikiri Stadium	Japan		No	No	No	1988	
Nintendo Entertainment System	Kyuukyoku Harikiri Stadium '88 Senshuu Shin Data Version	Japan		No	No	No	1988	
Nintendo Entertainment System	Kyuukyoku Harikiri Stadium Heisei Gannenhan	Japan		No	No	No	1989	
Nintendo Entertainment System	Kyuukyoku Harikiri Stadium III	Japan		No	No	No	1991	
Nintendo Entertainment System	Kyuukyoku Tiger	Japan		No	No	No	1989	
Nintendo Entertainment System	L'Empereur	Japan		No	No	No	1991	
Nintendo Entertainment System	Labyrinth: Maou no Meikyuu	Japan		No	No	No	1987	
Nintendo Entertainment System	Lagrange Point	Japan		No	No	No	1991	
Nintendo Entertainment System	LaSalle Ishii no Child's Quest	Japan		No	No	No	1989	
Nintendo Entertainment System	Last Armageddon	Japan		No	No	No	1990	
Nintendo Entertainment System	Law of the West	Japan		No	No	No	1987	
Nintendo Entertainment System	Layla	Japan		No	No	No	1986	
Nintendo Entertainment System	Little Magic	Japan		No	No	No	1990	
Nintendo Entertainment System	Little Mermaid: Ningyo Hime	Japan		No	No	No	1991	
Nintendo Entertainment System	Lode Runner	Japan		No	No	No	1984	
Nintendo Entertainment System	Lord of King, The	Japan		No	No	No	1989	
Nintendo Entertainment System	Lost Word of Jenny: Ushinawareta Message	Japan		No	No	No	1987	
Nintendo Entertainment System	Lot Lot	Japan		No	No	No	1985	
Nintendo Entertainment System	Lunar Ball	Japan		No	No	No	1985	
Nintendo Entertainment System	Lupin Sansei: Pandora no Isan	Japan		No	No	No	1987	
Nintendo Entertainment System	Mach Rider	Japan		No	No	No	1985	
Nintendo Entertainment System	Mad City	Japan		No	No	No	1988	
Nintendo Entertainment System	Madoola no Tsubasa: The Wing of Madoola	Japan		No	No	No	1986	
Nintendo Entertainment System	Magic Candle, The	Japan		No	No	No	1992	
Nintendo Entertainment System	Magic Darts	Japan		No	No	No	1991	
Nintendo Entertainment System	Magic John	Japan		No	No	No	1990	
Nintendo Entertainment System	Magical * Taruruuto-kun 2: Mahou Daibouken	Japan		No	No	No	1992	
Nintendo Entertainment System	Magical * Taruruuto-kun: Fantastic World!!	Japan		No	No	No	1991	
Nintendo Entertainment System	Magical Kids Doropie	Japan		No	No	No	1990	
Nintendo Entertainment System	MagMax	Japan		No	No	No	1986	
Nintendo Entertainment System	Magnum Kiki Ippatsu: Empire City 1931	Japan		No	No	No	1987	
Nintendo Entertainment System	MahaRaja	Japan		No	No	No	1989	
Nintendo Entertainment System	Mahjong	Japan		No	No	No	1983	
Nintendo Entertainment System	Mahjong Club Nagatacho: Sousaisen	Japan		No	No	No	1991	
Nintendo Entertainment System	Mahjong G-Men: Nichibutsu Mahjong III	Japan		No	No	No	1990	
Nintendo Entertainment System	Mahjong Taikai	Japan		No	No	No	1989	
Nintendo Entertainment System	Mahjong Taisen	Japan		No	No	No	1992	
Nintendo Entertainment System	Mahou no Princess Minkiimomo Remember Dream	Japan		No	No	No	1992	
Nintendo Entertainment System	Maison Ikkoku	Japan		No	No	No	1988	
Nintendo Entertainment System	Majaventure: Mahjong Senki	Japan		No	No	No	1990	
Nintendo Entertainment System	Majin Eiyuuden Wataru Gaiden	Japan		No	No	No	1990	
Nintendo Entertainment System	Major League	Japan		No	No	No	1989	
Nintendo Entertainment System	Majou Densetsu II: Daimashikyou Galious	Japan		No	No	No	1987	
Nintendo Entertainment System	Makai-Mura	Japan		No	No	No	1986	
Nintendo Entertainment System	Maniac Mansion	Japan		No	No	No	1988	
Nintendo Entertainment System	Mappy	Japan		No	No	No	1984	
Nintendo Entertainment System	Mappy Kids	Japan		No	No	No	1989	
Nintendo Entertainment System	Mappy-Land	Japan		No	No	No	1986	
Nintendo Entertainment System	Mario Bros.	Japan		No	No	No	1983	
Nintendo Entertainment System	Mario Open Golf	Japan		No	No	No	1991	
Nintendo Entertainment System	Marusa no Onna	Japan		No	No	No	1989	
Nintendo Entertainment System	Mashou	Japan		No	No	No	1986	
Nintendo Entertainment System	Masuzoe Youichi: Asa Made Famicom	Japan		No	No	No	1992	
Nintendo Entertainment System	Matendo Douji	Japan		No	No	No	1990	
Nintendo Entertainment System	Matsumoto Toru no Kabushiki Hisshougaku	Japan		No	No	No	1988	
Nintendo Entertainment System	Matsumoto Toru no Kabushiki Hisshougaku II	Japan		No	No	No	1989	
Nintendo Entertainment System	Max Warrior: Wakusei Kaigenrei	Japan		No	No	No	1991	
Nintendo Entertainment System	Meiji Ishin	Japan		No	No	No	1989	
Nintendo Entertainment System	Meikyuu Jima	Japan		No	No	No	1990	
Nintendo Entertainment System	Meikyuu Kumikyoku: Miron no Daibouken	Japan		No	No	No	1986	
Nintendo Entertainment System	Meimon! Daisan Yakyuubu	Japan		No	No	No	1989	
Nintendo Entertainment System	Meimon! Tako Nishiouendan	Japan		No	No	No	1989	
Nintendo Entertainment System	Meitantei Holmes: Kiri no London Satsujin Jiken	Japan		No	No	No	1988	
Nintendo Entertainment System	Meitantei Holmes: M-Kara no Chousenjou	Japan		No	No	No	1989	
Nintendo Entertainment System	Metal Fighter	Japan		No	No	No	1991	
Nintendo Entertainment System	Metal Flame PsyBuster	Japan		No	No	No	1990	
Nintendo Entertainment System	Metal Gear	Japan		No	No	No	1987	
Nintendo Entertainment System	Metal Max	Japan		No	No	No	1991	
Nintendo Entertainment System	Metal Slader Glory	Japan		No	No	No	1991	
Nintendo Entertainment System	Metro-Cross	Japan		No	No	No	1986	
Nintendo Entertainment System	Mezase Pachi Pro: Pachiokun	Japan		No	No	No	1987	
Nintendo Entertainment System	Mezase! Top Pro Green ni Kakeru Yume	Japan		No	No	No	1993	
Nintendo Entertainment System	Mickey Mouse III: Yume Fuusen	Japan		No	No	No	1992	
Nintendo Entertainment System	Mickey Mouse: Fushigi no Kuni do Daibouken	Japan		No	No	No	1987	
Nintendo Entertainment System	Might and Magic Book One: Secret of the Inner Sanctum	Japan		No	No	No	1990	
Nintendo Entertainment System	Mighty Bomb Jack	Japan		No	No	No	1986	
Nintendo Entertainment System	Mighty Final Fight	Japan		No	No	No	1993	
Nintendo Entertainment System	Mike Tyson's Punch-Out!!	Japan		No	No	No	1987	
Nintendo Entertainment System	Millipede: Kyodai Konchuu no Gyakushuu	Japan		No	No	No	1987	
Nintendo Entertainment System	Mindseeker	Japan		No	No	No	1989	
Nintendo Entertainment System	Minelvaton Saga: Ragon no Fukkatsu	Japan		No	No	No	1987	
Nintendo Entertainment System	Mini-Putt	Japan		No	No	No	1991	
Nintendo Entertainment System	Minna no Tabou no Nakayoshi Daisakusen	Japan		No	No	No	1991	
Nintendo Entertainment System	Miracle Ropitt: 2100-Toshi no Daibouken	Japan		No	No	No	1987	
Nintendo Entertainment System	Mirai Senshi: Lios	Japan		No	No	No	1989	
Nintendo Entertainment System	Mirai Shinwa Jarvas	Japan		No	No	No	1987	
Nintendo Entertainment System	Mississippi Satsujin Jiken: Murder on the Mississippi	Japan		No	No	No	1986	
Nintendo Entertainment System	Mito Koumon II: Sekai Manyuu Ki	Japan		No	No	No	1988	
Nintendo Entertainment System	Mitsume ga Tooru	Japan		No	No	No	1992	
Nintendo Entertainment System	Mizushima Shinji no Daikoushien	Japan		No	No	No	1990	
Nintendo Entertainment System	Moai-Kun	Japan		No	No	No	1990	
Nintendo Entertainment System	Moe Pro!! Yakyuu '90: Kandou Hen	Japan		No	No	No	1990	
Nintendo Entertainment System	Moe-Pro! Saikyou Hen	Japan		No	No	No	1991	
Nintendo Entertainment System	Moero TwinBee: Cinnamon Hakase o Sukue!	Japan		No	No	No	1993	
Nintendo Entertainment System	Moero!! Judo Warriors	Japan		No	No	No	1990	
Nintendo Entertainment System	Moero!! Junior Basket: Two on Two	Japan		No	No	No	1988	
Nintendo Entertainment System	Moero!! Pro Soccer	Japan		No	No	No	1988	
Nintendo Entertainment System	Moero!! Pro Tennis	Japan		No	No	No	1988	
Nintendo Entertainment System	Moero!! Pro Yakyuu	Japan		No	No	No	1987	
Nintendo Entertainment System	Moero!! Pro Yakyuu '88: Kettei Ban	Japan		No	No	No	1988	
Nintendo Entertainment System	Moeru! Oniisan	Japan		No	No	No	1989	
Nintendo Entertainment System	Momotarou Densetsu Gaiden	Japan		No	No	No	1993	
Nintendo Entertainment System	Momotarou Densetsu: Peach Boy Legend	Japan		No	No	No	1987	
Nintendo Entertainment System	Momotarou Dentetsu	Japan		No	No	No	1988	
Nintendo Entertainment System	Money Game II: Kabutochou no Kiseki, The	Japan		No	No	No	1989	
Nintendo Entertainment System	Money Game, The	Japan		No	No	No	1988	
Nintendo Entertainment System	Monopoly	Japan		No	No	No	1991	
Nintendo Entertainment System	Monster Maker: 7-tsu no Hihou	Japan		No	No	No	1991	
Nintendo Entertainment System	Moon Crystal	Japan		No	No	No	1992	
Nintendo Entertainment System	Morita Shogi	Japan		No	No	No	1987	
Nintendo Entertainment System	Mother	Japan		No	No	No	1989	
Nintendo Entertainment System	Motocross Champion	Japan		No	No	No	1989	
Nintendo Entertainment System	Mottomo Abunai Deka	Japan		No	No	No	1990	
Nintendo Entertainment System	Moulin Rouge Senki: Melville no Honoo	Japan		No	No	No	1989	
Nintendo Entertainment System	Mouryou Senki Madara	Japan		No	No	No	1990	
Nintendo Entertainment System	Mugen Senshi Valis	Japan		No	No	No	1987	
Nintendo Entertainment System	Murder Club	Japan		No	No	No	1989	
Nintendo Entertainment System	Musashi no Bouken	Japan		No	No	No	1990	
Nintendo Entertainment System	Musashi no Ken: Tadaima Shugyou Chuu	Japan		No	No	No	1986	
Nintendo Entertainment System	My Life My Love: Boku no Yume Watashi no Negai	Japan		No	No	No	1991	
Nintendo Entertainment System	Nagagutsu o Haita Neko: Sekai Isshuu 80 Nichi Dai Bouken	Japan		No	No	No	1986	
Nintendo Entertainment System	Nakajima Satoru: F-1 Hero	Japan		No	No	No	1988	
Nintendo Entertainment System	Nakajima Satoru: F-1 Hero 2	Japan		No	No	No	1991	
Nintendo Entertainment System	Nakayoshi to Issho	Japan		No	No	No	1993	
Nintendo Entertainment System	Namco Classic	Japan		No	No	No	1988	
Nintendo Entertainment System	Namco Classic II	Japan		No	No	No	1992	
Nintendo Entertainment System	Namcot Mahjong III: Mahjong Tengoku	Japan		No	No	No	1991	
Nintendo Entertainment System	Nankoku Shirei!! Spy vs. Spy	Japan		No	No	No	1987	
Nintendo Entertainment System	Nantettatte!! Baseball	Japan		No	No	No	1990	
Nintendo Entertainment System	Nantettatte!! Baseball '91 Kaimaku Hen	Japan		No	No	No	1991	
Nintendo Entertainment System	Nantettatte!! Baseball OB All Star Hen	Japan		No	No	No	1991	
Nintendo Entertainment System	Napoleon Senki	Japan		No	No	No	1988	
Nintendo Entertainment System	Navy Blue	Japan		No	No	No	1992	
Nintendo Entertainment System	Nekketsu Kakutou Densetsu	Japan		No	No	No	1992	
Nintendo Entertainment System	Nekketsu Kouha Kunio-Kun	Japan		No	No	No	1987	
Nintendo Entertainment System	Nekketsu Koukou Dodge Ball Bu	Japan		No	No	No	1988	
Nintendo Entertainment System	Nekketsu Koukou Dodgeball-bu Soccer-hen	Japan		No	No	No	1990	
Nintendo Entertainment System	Nekketsu! Street Basket: Ganbare Dunk Heroes	Japan		No	No	No	1993	
Nintendo Entertainment System	Nemo: Pajama Hero	Japan		No	No	No	1990	
Nintendo Entertainment System	New Ghostbusters II	Japan		No	No	No	1990	
Nintendo Entertainment System	Niji no Silkroad	Japan		No	No	No	1991	
Nintendo Entertainment System	Ninja Cop Saizou	Japan		No	No	No	1989	
Nintendo Entertainment System	Ninja Crusaders	Japan		No	No	No	1990	
Nintendo Entertainment System	Ninja Hattori-kun: Ninja wa Shuugyou de Gozaru no Maki	Japan		No	No	No	1986	
Nintendo Entertainment System	Ninja Jajamaru-kun	Japan		No	No	No	1985	
Nintendo Entertainment System	Ninja Jajamaru: Ginga Daisakusen	Japan		No	No	No	1991	
Nintendo Entertainment System	Ninja Ryuukenden	Japan		No	No	No	1988	
Nintendo Entertainment System	Ninja Ryuukenden II: Ankoku no Jashinken	Japan		No	No	No	1990	
Nintendo Entertainment System	Ninja Ryuukenden III: Yomi no Hakobune	Japan		No	No	No	1991	
Nintendo Entertainment System	Ninja-Kun: Ashura no Shou	Japan		No	No	No	1988	
Nintendo Entertainment System	Ninja-Kun: Majou no Bouken	Japan		No	No	No	1985	
Nintendo Entertainment System	Ninjara Hoi!	Japan		No	No	No	1990	
